sentence,level-1, lp, mean_lp, pen_lp, div_lp, sub_lp, slor, pen_slor
"Он много путешествовал, участвовал в морских сражениях, плавал рядом с берегами Африки, Азии, Америки.",0,-60.41249704360962,-2.6266303062438965,-17.61657033597743,-1,-1,-1,-1
Вода наполняла бассейн до краев.,1,-32.69858932495117,-4.0873236656188965,-17.615514624156866,-1,-1,-1,-1
"Проходя мимо причала, Артёму захотелось сделать несколько фотографий.",0,-55.05901050567627,-3.932786464691162,-21.895079263283225,-1,-1,-1,-1
Потом поставил мокрое ведро рядом с фонарем и стал смотреть в сторону далекой пристани.,1,-66.46555924415588,-3.909738779067993,-23.50604260194465,-1,-1,-1,-1
Миша и Коля купили вчера книгу.,1,-47.05356979370117,-5.881696224212647,-25.348887029424365,-1,-1,-1,-1
Твои советы мне не нужны.,1,-29.41754913330078,-4.202507019042969,-16.89594514873353,-1,-1,-1,-1
Я разрешил детям налить самим себе чаю.,1,-45.18826532363892,-5.020918369293213,-22.94268497184101,-1,-1,-1,-1
Есть из-за чего расстраиваться!,1,-19.573087692260746,-2.4466359615325928,-10.544491967420331,-1,-1,-1,-1
Ни разу ни один прохожий не проявил внимания и не предложил мне помощи.,1,-56.54276132583618,-3.769517421722412,-21.58112189200258,-1,-1,-1,-1
"Несмотря на учёную степень, мой собеседник оказался редкостным невеждой, мало что знающим в области науки.",1,-78.36093235015869,-3.5618605613708496,-23.524997374729235,-1,-1,-1,-1
"Если разговор слышал Матвей, то зачем ему сообщать об этом вам ― под каким бы то ни было соусом.",1,-102.03648090362547,-4.858880043029785,-31.57168738752649,-1,-1,-1,-1
Он обязательно назначит ей свиданье.,1,-34.850308656692505,-3.8722565174102783,-17.69396649673237,-1,-1,-1,-1
"Наполеон, который понял опасность, грозящую его правому флангу, сам повел свою гвардию на врага.",1,-73.21209526062012,-3.050503969192505,-20.75799667806272,-1,-1,-1,-1
У тебя в голове есть каша.,0,-33.166189670562744,-4.738027095794678,-19.04897375804754,-1,-1,-1,-1
Трудно любить женщину и делать что-нибудь.,1,-48.15293788909912,-4.815293788909912,-23.13506810663488,-1,-1,-1,-1
"Она уже устала, а ведь нужно еще рыть яму метровой глубины.",1,-60.96391439437866,-4.064260959625244,-23.268578270823244,-1,-1,-1,-1
"Впрочем, с каждой книгой так: хочется донести наконец этот груз, сбросить с плечей.",0,-95.9582290649414,-5.331012725830078,-32.750727825397426,-1,-1,-1,-1
"При этом не нужно объяснять, каким образом получено решение, достаточно лишь заполнить сетку головоломки.",1,-90.04139566421509,-4.739020824432373,-29.702583468990998,-1,-1,-1,-1
У кассы — большая очередь.,1,-29.59512233734131,-4.932520389556885,-18.223298613463434,-1,-1,-1,-1
"Когда каждый высказал свою точку зрения, нами, взвесив все за и против, было принято компромиссное решение.",0,-64.78386163711548,-2.944720983505249,-19.44897960284258,-1,-1,-1,-1
"Чепурный заметил испуг собаки и нашел ей еще кусочек домашнего пирога с яичной начинкой, но собака не стала есть пирог.",1,-116.5516128540039,-4.162557601928711,-29.80081463541084,-1,-1,-1,-1
Он нашел по крайней мере двух желающих.,1,-39.78334426879883,-4.9729180335998535,-21.43224210073593,-1,-1,-1,-1
Мы имели возможность работать каждому со своим материалом.,0,-47.01262664794922,-5.223625183105469,-23.868937547342437,-1,-1,-1,-1
Какая-то черная собака находится у вас на участке.,1,-43.57728338241577,-3.961571216583252,-19.883148994827824,-1,-1,-1,-1
"Михаил повернулся на оклик и стал вглядываться, пытаясь понять, кто вылезает из машины.",1,-61.37203645706177,-3.409557580947876,-20.94639388077191,-1,-1,-1,-1
Всю неделю у меня нарывал палец.,1,-42.67744064331055,-4.267744064331055,-20.504366694589,-1,-1,-1,-1
"Сначала она была в каком-то раздраженном состоянии, но потом успокоилась.",1,-41.89631223678589,-2.7930874824523926,-15.99089609361423,-1,-1,-1,-1
Иван оставил нам телефон позвонить в случае необходимости.,1,-48.73009014129639,-5.414454460144043,-24.74091666838847,-1,-1,-1,-1
После смерти командира он принял на себя командование полком.,1,-39.07469916343689,-3.5522453784942627,-17.82874023092946,-1,-1,-1,-1
Около кресла на небольшом коврике лежала кошка.,1,-47.90453433990479,-4.790453433990479,-23.01572267766487,-1,-1,-1,-1
В прошлом году он часто приходил сюда.,1,-37.60991287231445,-4.701239109039307,-20.261362459143644,-1,-1,-1,-1
"В ночь, когда ополченцы отбивали Новосветловку, можно было читать газету, так было светло.",1,-85.87282991409302,-4.089182376861572,-26.570400283509265,-1,-1,-1,-1
С этого времени и до моего приезда в Шанхай мы жили втроем в одной комнате.,1,-51.20937180519104,-3.0123159885406494,-18.11057770310545,-1,-1,-1,-1
"Витгенштейн, который вначале признавал только доказуемые истины, впоследствии изменил свою точку зрения.",1,-68.14274215698242,-3.58646011352539,-22.478721834473973,-1,-1,-1,-1
"Я заметил, что он часто сюда приходит.",1,-35.316208362579346,-3.924023151397705,-17.930509991024092,-1,-1,-1,-1
Я получил приказ отступать.,1,-28.242411613464355,-5.648482322692871,-18.76820673314265,-1,-1,-1,-1
"Окончив свой туалет, на Наполеоне красовался синий мундир и белый жилет.",0,-71.17467141151428,-3.74603533744812,-23.478885493538613,-1,-1,-1,-1
"Он очень удивился, когда я сказала, чтобы он обо мне навсегда забыл, я больше никогда к нему не приду.",1,-67.34877562522888,-2.9282076358795166,-19.63922203029197,-1,-1,-1,-1
Никелевые сплавы получают при термической обработке одно интересное свойство.,1,-60.11625051498413,-4.007750034332275,-22.945043709091426,-1,-1,-1,-1
"Этот мальчик видел, кто сбил прохожего.",1,-49.79324913024902,-5.532583236694336,-25.280696666222585,-1,-1,-1,-1
"Лишь только мы принесли пиво, как вы — рыбу.",1,-68.93963241577148,-5.744969367980957,-29.966141549137024,-1,-1,-1,-1
"Приняв экзамен, он поехал в министерство.",1,-42.9179277420044,-4.768658638000488,-21.79000430259824,-1,-1,-1,-1
"В марте те, кто достиг 18 лет, участвовал в выборах Президента Российской Федерации.",0,-62.86236190795898,-3.928897619247437,-23.0747104008492,-1,-1,-1,-1
Отказ от игры уронил его в глазах шахматистов.,1,-54.69162368774414,-4.557635307312012,-23.772928278685484,-1,-1,-1,-1
"Но в одной семье бассейном пользуются два человека, а в другой семь.",1,-56.52311325073242,-3.768207550048828,-21.57362265613552,-1,-1,-1,-1
"Я думаю, что эту рукопись взял кто-нибудь из сотрудников.",1,-49.13406729698181,-3.77954363822937,-20.402609273667068,-1,-1,-1,-1
"На земле существовало еще одно лицо, к которому Варвара Петровна была привязана не менее, как к Степану Трофимовичу, — единственный сын ее, Николай Всеволодович Ставрогин.",1,-124.05919766426086,-3.3529512882232666,-26.15474776598139,-1,-1,-1,-1
"Я отдала все деньги, которые у меня были.",1,-25.243773460388184,-2.5243773460388184,-12.128365243665693,-1,-1,-1,-1
Меня убедили не отнимать у ребенка лишний год из детства.,1,-53.8087100982666,-4.139131546020508,-22.34372499673754,-1,-1,-1,-1
У него в отделе есть хорошие биохимики.,1,-46.305325984954834,-5.145036220550537,-23.50983156761,-1,-1,-1,-1
Путешествие отвлечет его от себя.,1,-46.61529493331909,-5.179477214813232,-23.66720693668959,-1,-1,-1,-1
"За отсутствием быков и лошадей, крестьянин обрабатывает поле личным трудом, вскапывая землю мотыгою и заступом.",1,-98.16667413711548,-3.635802745819092,-25.72557526748584,-1,-1,-1,-1
Он выбрал смирную лошадь.,1,-32.931458473205566,-5.488576412200928,-20.27765909171125,-1,-1,-1,-1
Где в Москве состоится конференция?,1,-30.2056188583374,-5.0342698097229,-18.59921395105794,-1,-1,-1,-1
"Он лишь перенес Каллисто на небо, чтобы она вновь не стала добычей какого-нибудь охотника.",1,-77.98654556274414,-3.899327278137207,-24.899388240483145,-1,-1,-1,-1
Все лето трава была зеленой.,1,-29.445974349975582,-4.907662391662598,-18.1314602260298,-1,-1,-1,-1
"Разговаривая с малышом о случившемся, называя вещи своими именами, события утрачивают ореол таинственности, помогая ребёнку осваивать реальность.",0,-106.57462525367735,-3.6749870777130127,-26.60674092899844,-1,-1,-1,-1
Я получил его донесение только вчера.,1,-36.98038864135742,-4.622548580169678,-19.9222226514143,-1,-1,-1,-1
Я воспринимаю ее только как красивую женщину.,1,-30.69742512702942,-3.41082501411438,-15.5854921425295,-1,-1,-1,-1
"Классовое общество не могло бы существовать, если бы оно подчинялось заповедям “не воруй”, “не укради”.",1,-81.40730285644531,-3.131050109863281,-21.88240296960609,-1,-1,-1,-1
"Всех, кто работал на расчистке пути, окружали сменным конвоем с собаками и целыми сутками держали на работе, не разрешая ни погреться, ни поесть в тепле.",1,-132.95706868171692,-3.4091556072235107,-27.006623547529102,-1,-1,-1,-1
Ефим тоже растерялся и второпях – от благодарности – слишком занизил цену.,1,-97.0938720703125,-5.39410400390625,-33.138324963633,-1,-1,-1,-1
Сейчас и на войне и в мирное время одной лихостью ничего не добьешься.,1,-52.1192638874054,-3.0658390522003174,-18.43236784962533,-1,-1,-1,-1
Крым всегда будет рад вас видеть.,1,-28.697068691253666,-4.099581241607666,-16.48213779944,-1,-1,-1,-1
"Эта гипотеза, как Бор рассказывал, была предложена Дираком в 1930 г.",1,-76.37826633453369,-4.243237018585205,-26.068048950811008,-1,-1,-1,-1
Разве мосты уже не сняли.,1,-47.92386388778687,-6.846266269683838,-27.525031806501293,-1,-1,-1,-1
Этот стол был очень тяжелым.,1,-27.26618385314941,-4.544363975524902,-16.789246712408563,-1,-1,-1,-1
Назначьте сыну приличное по званью содержанье.,1,-63.117305755615234,-4.508378982543945,-25.09958678355845,-1,-1,-1,-1
"Многие из тех, кто прошли войну, уже не могут участвовать в парадах и праздничных шествиях.",0,-53.37164068222046,-2.425983667373657,-16.022878611546865,-1,-1,-1,-1
Я дал ему обещание.,1,-23.93104553222656,-4.7862091064453125,-15.9031323541419,-1,-1,-1,-1
Двор у сарая зарос крапивой.,1,-41.15335607528687,-4.572595119476318,-20.89410773365961,-1,-1,-1,-1
"Снизу, у фундамента, густо выбивался чертополох: пахло сыростью и известкой.",1,-84.67566633224487,-4.032174587249756,-26.19997909666394,-1,-1,-1,-1
Теперь осветился только потолок.,1,-28.319372177124023,-4.719895362854004,-17.43775105394279,-1,-1,-1,-1
"Человек, вошедший в подъезд и который стал подниматься на самый верхний этаж, привлёк моё внимание.",0,-69.78086948394775,-3.489043474197388,-22.27949639904732,-1,-1,-1,-1
"И сейчас метеорологи в своих предсказаниях погоды опираются на некоторые народные приметы, дающих довольно точный прогноз.",0,-81.98468399047852,-3.4160284996032715,-23.24530928760036,-1,-1,-1,-1
"Человек любознательный и практичный, Шишкин с энтузиазмом изучал технические новинки своего времени и особенно интересовался различными способами получения изображения.",1,-93.04017424583436,-3.721606969833374,-25.674057622899493,-1,-1,-1,-1
Она взяла с него обещание вернуться к вечеру.,1,-34.519450664520264,-3.835494518280029,-17.525985481518386,-1,-1,-1,-1
Он от этого отказался наотрез бы.,0,-41.88610076904297,-5.235762596130371,-22.56504747998288,-1,-1,-1,-1
Она попросила дать ей денег.,1,-25.768698692321777,-4.294783115386963,-15.867165061792758,-1,-1,-1,-1
"Замечательнее всего то, что знакомство с секретами, известными ими, позволит вам перенять эти секреты.",0,-95.83215618133544,-4.356007099151611,-28.77009186805564,-1,-1,-1,-1
"Надрывая голосовые связки, она неустанно не взывала к коллегам по съёмочной группею.",0,-99.03404140472412,-4.501547336578369,-29.73134053132847,-1,-1,-1,-1
"Елизавета, воспитанная в строгих правилах, очень любила и восхищалась своей матерью.",0,-54.06602191925049,-2.845580101013184,-17.83513590661793,-1,-1,-1,-1
Где-то невдалеке и вверху замигал огонек.,1,-41.46810722351074,-3.4556756019592285,-18.025033312336504,-1,-1,-1,-1
Мы на детское горе смотрим очень легко.,1,-49.402645111083984,-6.175330638885498,-26.614390265523515,-1,-1,-1,-1
Перемены в технической политике фирмы еще не начались.,1,-50.28574466705322,-5.028574466705322,-24.15977464021963,-1,-1,-1,-1
Очередная накладная с двухстами предметами легла на стол.,0,-75.26469945907593,-5.789592266082764,-31.253188259011388,-1,-1,-1,-1
Отъезд в Петербург назначен.,1,-33.20434808731079,-4.743478298187256,-19.070890013321424,-1,-1,-1,-1
"И Илья, внезапно обессилев, опустился на пол спортивного зала и завертел бессмысленно головкой, пока вдруг не рассмотрел что-то маленькое и круглое под штангой.",1,-130.73120880126953,-3.845035552978516,-29.24479568529212,-1,-1,-1,-1
Свечи на столе не горело.,1,-38.547780990600586,-4.283086776733398,-19.571222513120645,-1,-1,-1,-1
Зарубежным коллегам предложили проповерять результаты.,0,-61.55836772918701,-5.59621524810791,-28.087436903690108,-1,-1,-1,-1
На чем они сидят?,1,-23.94974946975708,-4.789949893951416,-15.915561865158912,-1,-1,-1,-1
Дома он всегда чем-нибудь занят.,1,-26.548263549804688,-3.318532943725586,-14.30218656101775,-1,-1,-1,-1
"Балашов сказал, что имеет приказание лично передать пакет самому императору.",1,-70.20078420639038,-4.680052280426025,-26.79408725976076,-1,-1,-1,-1
Много говорить о себе считается неприличным.,1,-30.905086040496823,-3.433898448944092,-15.690924357829768,-1,-1,-1,-1
"Все, кто побывал в Крыму, увёз с собой после расставания с ним яркие впечатления о море, горах, южных травах и цветах.",0,-97.49199628829956,-3.2497332096099854,-23.78129652597948,-1,-1,-1,-1
"Я был совсем рядом с ее домом, но к самому дому меня не пропустили.",1,-56.87273406982422,-3.5545458793640137,-20.87611455463863,-1,-1,-1,-1
Я не дочитал двух страниц.,1,-35.48727750778198,-5.069611072540283,-20.38208864825622,-1,-1,-1,-1
Я различил вдали очертания снежных массивов.,1,-42.81443119049072,-4.281443119049072,-20.57018377196604,-1,-1,-1,-1
Я с трудом заметил в толпе Петьку.,0,-42.01522064208984,-4.668357849121094,-21.33168786874413,-1,-1,-1,-1
"Филипп считает, что столица Гондураса находится в Никарагуа.",1,-58.80606293678284,-3.9204041957855225,-22.444974077479184,-1,-1,-1,-1
Кровельные работы Сергеев возьмет на себя.,1,-48.936349868774414,-5.437372207641602,-24.845637482874583,-1,-1,-1,-1
Нас тупил холодный осенний вечер.,1,-39.55880355834961,-4.944850444793701,-21.31127663249114,-1,-1,-1,-1
Наполеон разбил войска коалиции.,1,-33.511627197265625,-4.188953399658203,-18.053517633626758,-1,-1,-1,-1
Его поступок имеет объяснение.,1,-31.38567924499512,-6.277135848999023,-20.857033195045798,-1,-1,-1,-1
"Насупившийся, переполненный эмоциями Дашевский не был расположен выслушивать какие-либо оправдания.",1,-72.1660327911377,-3.6083016395568848,-23.04102656779797,-1,-1,-1,-1
"Княжна Марья написала князю Андрею о том, как отец принял его письма.",1,-70.31519651412964,-4.687679767608643,-26.83775590807875,-1,-1,-1,-1
"По глазам вижу, что у тебя и на уме-то.",1,-45.96181678771973,-3.535524368286133,-19.08535240446745,-1,-1,-1,-1
В театральном училище учатся артистичные и одарённые люди.,1,-49.38886070251465,-3.527775764465332,-19.64025524384113,-1,-1,-1,-1
Я передал ему эти деньги.,1,-26.820436477661133,-4.470072746276856,-16.514776229161345,-1,-1,-1,-1
Я не обиделась на него за отказ.,1,-33.54875063896179,-3.727638959884644,-17.033148132506543,-1,-1,-1,-1
"Почему ты, Ваня, не был в школе?",1,-37.66998767852783,-3.766998767852783,-18.09853705138369,-1,-1,-1,-1
И вот он едет сейчас в сторону водокачки.,1,-46.64892482757568,-4.240811347961426,-21.28465683956528,-1,-1,-1,-1
"Как не могли вы вспомнить о подарке, когда я сам был такой фаля, что о том не догадался.",1,-111.62549638748168,-4.853282451629639,-32.55052356102661,-1,-1,-1,-1
"Он понял, что она согласилась.",1,-28.429559230804443,-4.061365604400635,-16.32849396085792,-1,-1,-1,-1
Ты режешь слишком мелкие куски.,1,-32.08285713195801,-4.58326530456543,-18.426762605542528,-1,-1,-1,-1
Отдай мне твою шляпу.,1,-31.62662029266357,-5.271103382110596,-19.47420048338974,-1,-1,-1,-1
Я не обнаруживал признаков жизни.,0,-32.35941553115845,-4.62277364730835,-18.585603694653607,-1,-1,-1,-1
"После работы просыпался, как говорят, зверский аппетит, и он, этот аппетит, требовал котлет или хотя бы колбасы.",1,-93.07778120040894,-3.4473252296447754,-24.39197912172496,-1,-1,-1,-1
"Иван очень обрадовался, когда я поступил в институт.",1,-33.39253664016724,-3.339253664016724,-16.04343666845003,-1,-1,-1,-1
"Ну что ж, если хотите жить на свободе, идите, я дам вам волю.",1,-59.20604372024536,-3.48270845413208,-20.938660590643455,-1,-1,-1,-1
Мне еще придется перед ним краснеть.,1,-36.42249298095703,-4.552811622619629,-19.621670873266563,-1,-1,-1,-1
"Каждый знает, что волки опасны.",1,-30.363929271698,-4.337704181671143,-17.439497802822906,-1,-1,-1,-1
"Я принимаю его таким, как он есть.",1,-24.993025302886963,-2.7770028114318848,-12.689292273351017,-1,-1,-1,-1
"Краснощёкое лицо оскорблённо дрогнуло, пушистые длинные усы рванулись вверх, ни после чего лифт остановился так резко, словно кто-то обрубил трос.",0,-144.90923881530762,-4.025256633758545,-31.14511867971113,-1,-1,-1,-1
Я вот стою на площадке.,1,-32.744845390319824,-5.457474231719971,-20.16275144254384,-1,-1,-1,-1
"То место, где стояла луневская усадьба, было уже давно распахано и засеяно.",1,-63.12029314041138,-3.005728244781494,-19.530408587104592,-1,-1,-1,-1
В мире есть много зла.,1,-31.490009307861328,-5.248334884643555,-19.390081798508024,-1,-1,-1,-1
"Добиться высоких целей можно благодаря таких качеств человека, как целеустремлённость, трудолюбие и упорство.",0,-70.38492035865784,-3.3516628742218018,-21.778198176575277,-1,-1,-1,-1
Маша испекет пирожков и попросит медведя отнести их её дедушке и бабушке.,0,-83.74589347839355,-4.407678604125977,-27.625842234871104,-1,-1,-1,-1
В ясные летние ночи поднимались они на один из холмов близ Флоренции.,1,-59.395573139190674,-3.959704875946045,-22.66997708823468,-1,-1,-1,-1
Ваня нашел на дороге кошелек.,1,-38.69125938415527,-5.527322769165039,-22.22229300367138,-1,-1,-1,-1
"К куску фирменной запеканки, отрезанной в виде треугольника, подали немного мороженого.",0,-74.19173812866211,-3.532939910888672,-22.95608729536382,-1,-1,-1,-1
Его роман описывает андерграунд.,1,-42.81207656860352,-5.35150957107544,-23.06389286064055,-1,-1,-1,-1
Он все время сидел в углу.,1,-27.507396936416622,-3.929628133773804,-15.79885080555613,-1,-1,-1,-1
Я удачно выбрал наблюдательный пункт.,1,-31.149084091186523,-4.449869155883789,-17.890450827605136,-1,-1,-1,-1
Весь прошлый год дом был желтым.,0,-37.94547653198242,-4.743184566497803,-20.442138653965788,-1,-1,-1,-1
С каким увлечением он коллекционировал марки.,1,-39.50454235076904,-3.950454235076904,-18.97994842830518,-1,-1,-1,-1
"И гипотезы множатся, исследования продолжаются.",0,-38.00148963928223,-3.800148963928223,-18.25780709337364,-1,-1,-1,-1
"Полученное утром известие Раисой Павловной начало циркулировать по всем заводам с изумительной быстротой, поднимая на всех ступеньках заводской иерархии страшнейший переполох.",0,-150.3259792327881,-4.175721645355225,-32.30933032376398,-1,-1,-1,-1
Сейчас мы изменили порядок оформления документов.,1,-35.36048221588135,-5.051497459411621,-20.309263876642408,-1,-1,-1,-1
"Жаль, что Ивана не было!",1,-34.34597396850586,-4.293246746063232,-18.50300025822381,-1,-1,-1,-1
"Искренне, по-хорошему завидую тем, кто уже ездил по свету, общался с людьми, видел своими глазами все, о чем написано в книгах и учебниках.",1,-90.56467151641846,-2.5156853199005127,-19.46492484280405,-1,-1,-1,-1
Он не рассеял моих сомнений.,1,-27.43424773216248,-3.9191782474517822,-15.756837620258088,-1,-1,-1,-1
Не выходец ли ты с того света?,1,-33.268210887908936,-3.696467876434326,-16.890714359393385,-1,-1,-1,-1
Галлия во времена Цезаря делилась на три части.,1,-42.25301456451416,-3.5210845470428467,-18.36621071145017,-1,-1,-1,-1
"Все, кто изучал биографию Пушкина, знает о необычайном расцвете его творчества в осеннюю пору.",0,-69.678151845932,-3.318007230758667,-21.55951291477952,-1,-1,-1,-1
Он часто бывает раздражен.,1,-24.61375522613525,-4.102292537689209,-15.156004640623292,-1,-1,-1,-1
Это известие надолго лишает меня сна.,0,-35.15010452270508,-4.393763065338135,-18.93620468170696,-1,-1,-1,-1
"Я не думаю, что Иванов вернулся в Москву.",1,-39.03597831726074,-3.903597831726074,-18.754826944492493,-1,-1,-1,-1
Ты сегодня писал статью?,1,-31.02541208267212,-6.205082416534424,-20.617621324905883,-1,-1,-1,-1
А зеленую ты куда дел тетрадь?,1,-49.15978240966797,-6.144972801208496,-26.48355430113555,-1,-1,-1,-1
"Завтра, когда счастливая невеста войдет в дом моего отца, маленькая, злая княжна Нина будет уже за несколько десятков верст от дома!",1,-120.9989776611328,-4.321392059326172,-30.937951145047265,-1,-1,-1,-1
Бурмин – этот милый молодой человек.,1,-49.00784254074097,-5.445315837860107,-24.881935265915743,-1,-1,-1,-1
Я давно не бреюсь.,1,-25.815170288085938,-4.302528381347656,-15.895780107103311,-1,-1,-1,-1
На складе имеется мука и сахар.,1,-35.874993324279785,-5.124999046325684,-20.6047729085649,-1,-1,-1,-1
У нас и трех гостей не обедало.,1,-54.70044708251953,-6.077827453613281,-27.772146512926717,-1,-1,-1,-1
В комнату вошла молодая женщина.,1,-22.01298236846924,-3.668830394744873,-13.55456978690624,-1,-1,-1,-1
"Десятилетие за десятилетием автомобиль становился всё более комфортным и безопасным, но в то же время наращивал массу: увеличивал габариты, оснащался различными системами безопасности.",1,-99.55616664886476,-2.690707206726074,-20.988902687375603,-1,-1,-1,-1
Сведений о продвижении войск не поступало.,1,-34.68281030654907,-3.4682810306549072,-16.663348359335643,-1,-1,-1,-1
"Только родное слово может напоить душу поэзией, рождённую опытом народа.",0,-80.16423034667969,-5.0102643966674805,-29.425658591463176,-1,-1,-1,-1
"Он увидел телегу и понял, что она была сломана и после починена.",1,-70.14818143844604,-3.89712119102478,-23.94170901364107,-1,-1,-1,-1
Толпа рассеялась один за другим.,0,-31.46746826171875,-3.933433532714844,-16.952280168445046,-1,-1,-1,-1
"Если ты хочешь говорить с кем-нибудь из них, приходи завтра в пять часов.",1,-49.64628982543945,-2.758127212524414,-16.944374041265117,-1,-1,-1,-1
"Присущую Карельскому перешейку редкую красоту создают царственные леса, возвышающиеся над живописными водоёмами.",1,-90.01891708374023,-3.334033966064453,-23.590372672712952,-1,-1,-1,-1
"Побыстрее выходим из вагонов, не задерживаем отправление поезда!",1,-61.41232967376709,-4.094155311584473,-23.43972846893527,-1,-1,-1,-1
"Иван не прилетел на свадьбу дочери, а приехал на поезде.",1,-45.73289966583252,-3.81107497215271,-19.87882001710964,-1,-1,-1,-1
"Пьер видел по лицу княжны Марьи, что она была рада и тому, что случилось, и тому как ее брат принял известие об измене невесты.",1,-107.39439392089844,-3.356074810028076,-25.05770156166526,-1,-1,-1,-1
"После «Поединка» слава Куприна не только приобрела всероссийский, но и мировой характер.",0,-66.88823699951172,-3.344411849975586,-21.35594248667331,-1,-1,-1,-1
"Мы подолгу беседуем о прочитанном (так случилось, что круг нашего чтения очень совпадал) и иногда злоупотребляли временем.",0,-111.13507747650146,-4.445403099060059,-30.667272564623847,-1,-1,-1,-1
"Я не мог поверить, что этот человек и есть я.",1,-36.050703048706055,-3.004225254058838,-15.670238332403532,-1,-1,-1,-1
Я нашла медвежонка поблизости от нашего лагеря.,1,-45.53535604476929,-5.059484004974365,-23.11890756003976,-1,-1,-1,-1
Он сидел в театре около Бори и все время толкал его в бок.,1,-61.91973924636841,-4.1279826164245605,-23.63339548445958,-1,-1,-1,-1
"Около него на небольшом столике стояли старинные часы, похожие на те, которые я видел в Михайловском.",1,-66.89029598236084,-3.1852521896362305,-20.69690658979968,-1,-1,-1,-1
"Образованный человек как хорошо знает литературу, так и историю.",0,-59.26958513259888,-4.55919885635376,-24.611318659284763,-1,-1,-1,-1
"Директриса сидела с той же вежливой улыбочкой, не проронив ни слова.",1,-59.2030143737793,-2.960150718688965,-18.90221998246648,-1,-1,-1,-1
"На днях (в субботу) был у меня Сергеенко 3 и очень уговаривал, чтобы я заехал на день к Толстому.",1,-117.88957500457764,-4.366280555725098,-30.89416201262061,-1,-1,-1,-1
"Никто не удивился, что он идёт и стал копать вместе с рабочими.",0,-67.49175310134888,-4.499450206756592,-25.760109981038557,-1,-1,-1,-1
Как тебе не стыдно!,1,-17.31912136077881,-3.4638242721557617,-11.50924554829868,-1,-1,-1,-1
"Поймите, какую это дает уверенность и крепость.",1,-56.59632158279419,-5.145120143890381,-25.823387949969614,-1,-1,-1,-1
"Мотор гудит, винты крутятся, вода из крана льёт, а людей нет.",0,-68.80029201507568,-3.440014600753784,-21.966419586615974,-1,-1,-1,-1
Ему оставили одну маленькую комнату.,1,-29.410818099975582,-4.901803016662598,-18.109812643885117,-1,-1,-1,-1
Детям не было где спать.,1,-38.42514848709106,-5.489306926727295,-22.06945242881916,-1,-1,-1,-1
Для проведения этой операции ему дали целую армию.,1,-44.75412082672119,-4.97268009185791,-22.722264020655903,-1,-1,-1,-1
Развитию торговли в Новгороде способствовала река.,1,-53.23407983779907,-4.839461803436279,-24.289286960109752,-1,-1,-1,-1
"Шрам от этого пореза остался у Сергея до конца его жизни, и он забинтовывал руку хирургическим бинтом.",1,-90.69341111183168,-3.359015226364136,-23.767130692067862,-1,-1,-1,-1
"Мария боится, что ее балбес опять получил двойку.",1,-51.12277793884277,-4.2602314949035645,-22.221650252808622,-1,-1,-1,-1
Он не был там и разу.,0,-41.78668737411499,-5.969526767730713,-24.000149523710636,-1,-1,-1,-1
Он не прочел «Капитанской дочки».,1,-33.03700876235962,-3.670778751373291,-16.773329956754605,-1,-1,-1,-1
"Если лингвистика окажется неподготовленной к новым условиям своего существования, она рискует утратить авторитет в смежных областях.",1,-76.28118228912354,-3.316573143005371,-22.243954129851808,-1,-1,-1,-1
"Я уверен, что он, к сожалению, опоздает.",0,-38.18741512298584,-3.1822845935821533,-16.599007666151387,-1,-1,-1,-1
Встретимся рядом с метро.,0,-37.213894844055176,-6.202315807342529,-22.91458405149365,-1,-1,-1,-1
"Меня попросили приехать на пару дней пораньше, чтобы вместе обсудить сценарий.",1,-56.16620111465454,-4.32047700881958,-23.32265816306424,-1,-1,-1,-1
Его поступок получил всеобщее осуждение.,1,-31.04788017272949,-4.43541145324707,-17.832324440279713,-1,-1,-1,-1
Умудрился провалить экзамен преподавателю по западной литературе.,1,-54.18790626525879,-4.515658855438232,-23.55397631949997,-1,-1,-1,-1
"Мне не нравится то, как они живут.",1,-24.83748936653137,-2.759721040725708,-12.610324604111014,-1,-1,-1,-1
"Автор мемуаров Киссинджер, который, как сообщают, получит за них два миллиона долларов.",1,-78.30465316772461,-3.9152326583862314,-25.000953000167065,-1,-1,-1,-1
"Дом, в котором мы жили первые годы по приезду в Петербург, находился на набережной Красного канала.",0,-60.15423774719238,-3.007711887359619,-19.205924678028083,-1,-1,-1,-1
"Я стояла возле тарелки, книги.",0,-50.85367393493652,-7.264810562133789,-29.20776579730859,-1,-1,-1,-1
"Когда он делает что-то, он делает это тщательно.",1,-37.281131744384766,-3.1067609786987305,-16.205071477994732,-1,-1,-1,-1
Сани оказались каждые на своем месте.,1,-50.526947021484375,-6.315868377685547,-27.22007868063545,-1,-1,-1,-1
Мои дети провели лето в деревне.,1,-30.667677879333496,-4.381096839904785,-17.613955565784675,-1,-1,-1,-1
"Все, кто видел работу гончара, поражался его удивительному мастерству.",0,-56.90266609191895,-3.3472156524658203,-20.12405384881321,-1,-1,-1,-1
"Марья Ивановна, следовавшая глазами за всеми ее движениями, испугалась.",1,-60.66104793548584,-4.332931995391846,-24.122817328952145,-1,-1,-1,-1
В этом году я отдыхала на Волге.,1,-34.42641878128052,-3.825157642364502,-17.478751953649592,-1,-1,-1,-1
Он осознал свою вину.,1,-26.1531662940979,-5.23063325881958,-17.379820054031065,-1,-1,-1,-1
