Завтра я буду принимать дела.	1	Expert	0	Seliverstova
Из-за двери раздались шум ни на чем падающей мебели и громкая хриплая брань, закончившаяся такими же хриплыми криками, – кого-то повалили и придавили.	0	Expert	Syntax	Testelets
Люди пола не замечают, ходят –– не чувствуют...	1	Expert	0	Paducheva2004
Я гуляю с трех до пяти.	1	Expert	0	Paducheva1996
Победных маршей не гремело.	1	Expert	0	Rusgram
Весь год я была толстой, а потом похудела.	0	Expert	Semantics	Seliverstova
Два свитера и пара джинсов, севших после стирки: пока живот не подберешь, не влезешь.	1	Expert	0	USE7
Она говорила потом, что была так довольна этим вечером.	1	Expert	0	Paducheva1996
К тебе кто-то приходил.	1	Expert	0	Paducheva1996
Через два дня меня еще не будет в Москве.	1	Expert	0	Paducheva2004
Журналистка, была приглашена министром взять у него интервью.	1	Expert	0	Testelets
Сосед повесил кондиционер над прямо моим окном.	0	Expert	Syntax	Testelets
Его жест выразил мне порицание.	0	Expert	Semantics	Paducheva2004
Рыба не весит двух килограмм.	1	Expert	0	Paducheva2013
Он поел мяса сырым.	0	Expert	Syntax	Testelets
Он отказался никому не помогать.	1	Expert	0	Seliverstova
Я принял его в свою избу.	0	Expert	Semantics	Seliverstova
На собрании решили подвести итоги тому, чему нас научила работа в новых условиях.	0	Expert	Syntax	USE8
Его не пришлет ответа.	0	Expert	Syntax	Testelets
Мать считает, что еще один такой выкрик, и его выгонят.	1	Expert	0	Paducheva1996
У меня была возможность все видеть, сам оставаясь незамеченным.	0	Expert	Syntax	Testelets
Четырех мужчин задержали с трёхстами килограммами металла.	0	Expert	Morphology	USE7
У тебя есть уродство.	1	Expert	0	Seliverstova
Его сумели выманить за город.	1	Expert	0	Testelets
Только мой ключ открыл дверь.	1	Expert	0	Paducheva2004
Он уехал из Москвы в Петербург.	1	Expert	0	Testelets
Он ест одну грушу.	0	Expert	Semantics	Paducheva1996
У него все было готово для жизни вдали от дома.	1	Expert	0	Seliverstova
Если у вас нет способностей, то никто вам не поможет.	1	Expert	0	Seliverstova
Я готов помочь любому из них.	1	Expert	0	Seliverstova
По воде идут круги, а прокурор в глубоком размышлении изумляется глубине общественной язвы.	1	Expert	0	Paducheva2004
Дрязги не существуют для человека, если только он не захочет их признавать.	1	Expert	0	Paducheva2004
Хоть бы он взял с собой куртку и надел бы свитер.	1	Expert	0	Rusgram
Существует несколько способов отличить бриллиант от его синтезированного аналога.	1	Expert	0	USE5
Перейдя мостик, усмотрен мною без всяких признаков жизни повесившийся труп мертвого человека.	0	Expert	Syntax	Testelets
Ванина двойка не огорчила маму.	1	Expert	0	Paducheva2013
Артём очень любит своего четвероногого друга, появившегося в его жизни столь загадочным образом, и позаботится о нём.	0	Expert	Syntax	USE8
Гостиница не была построена.	1	Expert	0	Paducheva2004
Мы вам десять тысяч рублей даем.	1	Expert	0	Seliverstova
Выставили вино, чтобы все не разбежались.	1	Expert	0	Paducheva2013
Под впечатлением от симфонии я захотел больше узнать о создателе.	0	Expert	Syntax	Testelets
Не утопия ли это?	1	Expert	0	Paducheva2013
Каждый человек поступил бы так при подобных обстоятельствах.	1	Expert	0	Seliverstova
Ни одной пули в меня не попало.	1	Expert	0	Paducheva2013
Я нигде не встречал такого безразличия.	1	Expert	0	Paducheva2013
Здесь ещё осталось несколько ветхих деревянных домишек былых, запущенных деревень.	0	Expert	Morphology	USE7
В своем романе он описывает андерграунд.	1	Expert	0	Paducheva2004
Я слышу хрип звонка.	1	Expert	0	Paducheva1996
Среди сотрудников нашего института есть такие, которые отдыхали на юге.	1	Expert	0	Seliverstova
Он долго был в отчаянии.	1	Expert	0	Seliverstova
Вдова у Ивана Ивановича живет в Горьком.	0	Expert	Semantics	Seliverstova
Он рассмотрел случаи, являющиеся особенно трудными.	1	Expert	0	Testelets
Она сделала печальное лицо.	1	Expert	0	Seliverstova
Новых пассажиров в купе не появилось.	1	Expert	0	Paducheva2013
Без веры прекращает жизнь человеческие эмоции.	0	Expert	Syntax	USE8
Я прожил неделю и, несмотря на то, что не было там у меня ни одного знакомого человека, провел время чрезвычайно весело.	1	Expert	0	Paducheva1996
Нельзя же пропадать нечем.	0	Expert	Syntax	Testelets
Главное, на чём следует сосредоточиться и разобраться при разработке плана проекта, — это возможные риски.	0	Expert	Syntax	USE8
Разницы между ними не усматривается.	1	Expert	0	Paducheva2013
Ему казалось то, что ещё не всё потеряно и что успеть в срок возможно.	0	Expert	Syntax	USE8
Вы когда-нибудь пили такое вино?	1	Expert	0	Paducheva1996
Я замечал человека, который переплыл Ламанш.	0	Expert	Semantics	Paducheva2004
Они читали жалобы на себя.	1	Expert	0	Testelets
Искусственные алмазы лучше поддаются ювелирной обработке из-за отсутствия природных примесей и прочной кристаллической структуры.	0	Expert	Syntax	USE8
Он не был там ни разу.	1	Expert	0	Paducheva2013
Как я смогу получить эти книги?	1	Expert	0	Seliverstova
Я спросил у него, зачем только он туда ходил.	0	Expert	Semantics	Paducheva1996
Они подвинулись, и я получил место рядом с ними.	0	Expert	Semantics	Seliverstova
И все то время суетились как пчелы.	1	Expert	0	Paducheva1996
Закончив самостоятельную работу, тетради были сданы учителю.	0	Expert	Syntax	USE8
Дорожные службы отчитались о доходах: деньги ушли в около десяти километров дороги.	0	Expert	Syntax	Testelets
У меня есть Мария, а у нее есть я.	1	Expert	0	Seliverstova
Тут на дороге показался я, и он спрятался в кусты.	1	Expert	0	Paducheva1996
Здесь мы сталкиваемся с совершенно новой проблемой.	1	Expert	0	Paducheva1996
В конце XVII столетия науке стало известно о существовании необычного млекопитающего, откладывающем яйца и насиживающем их: это был утконос.	0	Expert	Syntax	USE8
Я спросил у прохожего о том, что есть ли поблизости какая-нибудь станция метро.	0	Expert	Syntax	USE8
Такое гнездо строится животными не только для себя, но и для других членов группы.	1	Expert	0	Testelets
Термическая обработка дает металлам исключительную твердость.	1	Expert	0	Seliverstova
Евгений Базаров похоронен в этой могиле.	1	Expert	0	Testelets
Мы обращаем внимание на некоторые их письма.	1	Expert	0	USE7
Он совершенно спокойно принял возражения своего оппонента.	1	Expert	0	Seliverstova
Ум мой бессознательно отказывался выводить какие-либо заключения из того, что я видел.	1	Expert	0	Paducheva2013
Бурмин был в самом деле очень милый молодой человек.	1	Expert	0	Lutikova
Врач лечит Ивана от малярии хинином.	1	Expert	0	Paducheva2004
Конец весла задел подол ее платья.	1	Expert	0	Paducheva2004
Он увидел телегу и понял, что она сломана и после починена.	0	Expert	Semantics	Paducheva2004
Петя стучал в окно.	1	Expert	0	Paducheva2004
Ему чужды какие-либо колебания.	1	Expert	0	Paducheva2013
На улицах считалось пустым.	0	Expert	Semantics	Rusgram
Этот зонтик был у какой-то дамы, я видел ее вместе с Куколевым накануне его убийства, но лица не рассмотрел.	1	Expert	0	Paducheva2013
Докладчик заострил внимание на вопросе, что нередко поднимается на подобных собраниях.	0	Expert	Syntax	USE8
Употребляя букву «ъ» на конце слов, в XIX веке это была лишь дань традиции.	0	Expert	Syntax	USE8
Однако, слава Богу, обморок не имел последствий.	1	Expert	0	Paducheva1996
Потому что у меня слов не находится.	1	Expert	0	Rusgram
У воды есть кислород.	0	Expert	Semantics	Seliverstova
Попробуй заметить вон ту звездочку над самой горой.	0	Expert	Semantics	Paducheva2004
Иван начал пилить дрова.	1	Expert	0	Paducheva1996
Перейдя через площадь, он вошел в кафе, заказал напиток, привстал, чтобы вынуть из-под себя свою же задавленную шляпу.	1	Expert	0	Paducheva1996
Потому что ты опять стала отдаляться от меня, опять желаешь нравиться, принимать мужские восторги.	1	Expert	0	Seliverstova
У нее есть способности, но способным человеком в целом ее не назовешь.	1	Expert	0	Seliverstova
Эта церковь всегда стояла на холме.	0	Expert	Semantics	Paducheva1996
Книга, что была на полке.	1	Expert	0	Testelets
Сквозь каменное выражение лица на секунду промелькнула робкая улыбка, и Евгений Иванович вопросительно посмотрел на Машеньку.	1	Expert	0	USE5
Ты тогда сказала, что наверное уезжаешь в Италию.	1	Expert	0	Paducheva1996
Он не моется уже неделю.	1	Expert	0	Paducheva2013
Я так и не узнал конца этой истории.	1	Expert	0	Paducheva2013
Иван прилег, чтобы отдохнул.	0	Expert	Syntax	Testelets
Крайнюю ступень в ряду фразеологических сочетаний занимают обороты, включающие слова с единичным употреблением.	1	Expert	0	USE5
Меня не было дома.	1	Expert	0	Paducheva2004
Аудитория, особенно выступавшие с докладами, одобрили проект резолюции конференции.	0	Expert	Syntax	USE8
Я пригласила ее, чтобы не быть одной.	1	Expert	0	Seliverstova
Я не брала ключи.	1	Expert	0	Paducheva2013
Я не стирала полотенца.	1	Expert	0	Paducheva2013
Иван Грозный не убил своего сына.	1	Expert	0	Paducheva2013
Я обнаружил его лежащего одного на кровати.	1	Expert	0	Testelets
Сергей вешал тогда эту карту.	1	Expert	0	Paducheva1996
Кто бы ни изучали историю русского флота, все восхищались блестящим военным искусством адмирала Фёдора Ушакова.	0	Expert	Syntax	USE8
Бери что-нибудь с собой.	1	Expert	0	Seliverstova
Дорогие он видел машины.	0	Expert	Syntax	Mitrenina
Мальчик высунулся из окна.	1	Expert	0	Paducheva1996
Ты еще не взял белье из прачечной?	1	Expert	0	Seliverstova
Они грелись возле костров.	1	Expert	0	Seliverstova
Пожарная команда не появилась.	1	Expert	0	Paducheva2004
Напоминание себе об опасности прозвучало вовремя.	0	Expert	Syntax	Testelets
Он присутствовал на дуэли в качестве врача.	1	Expert	0	Paducheva2004
Ребенок уже не спит.	1	Expert	0	Paducheva2013
Около стола стояло большое кресло.	1	Expert	0	Seliverstova
Его приняли в институт.	1	Expert	0	Seliverstova
Кроме того, цветки липы активно посещают шмели и другие насекомые.	1	Expert	0	Rusgram
Я содрогнулся от этой мысли.	1	Expert	0	Paducheva1996
Баран пропал по вине пастухов.	1	Expert	0	Paducheva2004
Неужели вы не в состоянии оградить меня от оскорблений?	1	Expert	0	USE5
Не думаю, чтобы мосты уже сняли.	1	Expert	0	Paducheva2013
Лишь бы дождь опять не начался.	1	Expert	0	Paducheva2004
В случае если не оказать своевременно медицинскую помощь, многие болезни являются смертельно опасными.	1	Expert	0	Rusgram
Все, кто рано начинает учить иностранный язык, овладевает им в совершенстве.	0	Expert	Syntax	USE8
Это произведение Василя Быкова я прочитал летом, посвященное Великой Отечественной войне.	0	Expert	Syntax	USE8
Ашот лежал поодаль от меня, спал.	1	Expert	0	Seliverstova
Это обозначило мне границы.	1	Expert	0	Paducheva2004
Мы, к сожалению, знаем, что Наталья Николаевна справилась со своим заданием.	1	Expert	0	Paducheva1996
У меня есть для этого дача.	1	Expert	0	Paducheva2013
Напротив, здесь жил дух свободы, и это чувствовалось всеми.	1	Expert	0	Rusgram
Он придал вазе какую-то причудливую форму.	1	Expert	0	Seliverstova
Возьми из сада мою кофту, я оставила ее в беседке.	0	Expert	Semantics	Seliverstova
Он взял на себя управление имением.	1	Expert	0	Seliverstova
Соли у нас нет.	1	Expert	0	Paducheva2013
Отец и дед Тетюева служил управителями в Кукарском заводе и прославились в тёмные времена крепостного права особенной жестокостью по отношению к рабочим.	0	Expert	Syntax	USE8
Один из выпускников зашёл как-то в свой интернат, заодно и с Сергеем Льнявиным перекинулись парой слов.	1	Expert	0	Testelets
Что сегодня получил Саша?	1	Expert	0	Testelets
Оба вымокнув под дождем, они добежали до станции.	1	Expert	0	Testelets
Влагой и весенней прелостью пахло у ручейка.	1	Expert	0	Seliverstova
Эти студенты — сами хорошо знающие эскимосский язык.	1	Expert	0	Testelets
Вопреки рекомендаций врачей спортсмен не снижал нагрузки во время тренировок.	0	Expert	Syntax	USE8
Не думаю, чтобы в тот момент я ее жалела.	1	Expert	0	Paducheva1996
Как он ее в этот момент ненавидел.	1	Expert	0	Paducheva1996
К этому времени пирог был уже испечен.	1	Expert	0	Seliverstova
Она вдруг запнулась и долго смотрит непонимающими глазами на Елену Николаевну.	0	Expert	Syntax	USE8
Стока талых вод не наблюдалось.	1	Expert	0	Paducheva2004
Я варю вам борща.	1	Expert	0	Paducheva1996
Я уверен, что возмутительное сообщение ТАСС о митинге 4 февраля кто-то и где-то редактировал.	1	Expert	0	Paducheva1996
Реорганизации не было проведено.	1	Expert	0	Paducheva2004
По окончанию гимназии Фонвизин стал учиться на философском факультете университета.	0	Expert	Syntax	USE8
С этим ушибом каждый врач справится.	1	Expert	0	Lutikova
Я совершенно убеждён: каждый из двух братьев велики в своём актёрском мастерстве!	0	Expert	Syntax	USE8
Ральф считает, что человек в желтой шляпе шпион.	1	Expert	0	Paducheva1996
Отсутствует, чтобы не видеть.	0	Expert	Semantics	Paducheva1996
Он всегда говорил очень убедительно, а у меня возникали некоторые сомнения.	1	Expert	0	Testelets
Биссектриса угла при вершине всякого равнобедренного треугольника является осью симметрии.	1	Expert	0	Paducheva2004
Если все они могут это сделать, то зачем приглашать какого-то знаменитого специалиста.	1	Expert	0	Seliverstova
У Маши сын пошел в школу.	1	Expert	0	Paducheva2004
Что ты не знаешь, как починить?	1	Expert	0	Testelets
Маша внимательно читает книгу.	1	Expert	0	Testelets
Все, кто пообещал прийти на презентацию книги, сдержал слово.	0	Expert	Syntax	USE8
Была в ней и скромность, и изящество, и достоинство.	1	Expert	0	Testelets
Пуля пробила дырку в фуражке.	1	Expert	0	Paducheva2004
Мальчик, ушедший было вперед, медленно возвращался к Арсению.	1	Expert	0	Paducheva2004
Полковник отдал майору приказ солдатам выдвигаться на позицию.	1	Expert	0	Lutikova
Меня огорчил его отказ.	1	Expert	0	Paducheva1996
А зачем Вы завязывали ногу?	1	Expert	0	Paducheva2013
Лесистая гора привлекла внимание туристов.	1	Expert	0	USE5
Химики, физики, математики, биологи работают вместе понять, что же происходит в природной среде. .	0	Expert	Syntax	Rusgram
Митя повязал платок на шею.	1	Expert	0	Paducheva2004
Он не развлекает меня своими анекдотами.	1	Expert	0	Paducheva2013
Трудно себе представить, чтобы власть так легко отказалась от использования СМИ в своих целях.	1	Expert	0	Rusgram
Этот реальный мир сейчас не существовал для нее.	1	Expert	0	Paducheva2004
Я думаю, что ты несомненно прав.	1	Expert	0	Paducheva1996
По всей колючей проволоке необходимо пустить электрический ток.	1	Expert	0	Paducheva1996
Мне этого заранее не сказали.	1	Expert	0	Paducheva2013
Новых сотрудников не принято.	1	Expert	0	Paducheva2004
На правой ладони отсутствовали всякие признаки ожога.	1	Expert	0	Paducheva2013
Я надеюсь на Машу больше, чем Петя.	1	Expert	0	Testelets
Это ты верно заметил.	1	Expert	0	Paducheva2004
Если Иван заболел, он пойдет к врачу.	1	Expert	0	Paducheva1996
Иван отменил решение пойти на встречу одному.	1	Expert	0	Testelets
Она часто о чем-то мечтает.	1	Expert	0	Seliverstova
Я сожалею, что никогда я на Камчатке не был.	0	Expert	Semantics	Paducheva1996
Я не думал ― думать мне не хотелось ― но с удовольствием разглядывал Алика, Толика, Петьку, Демьяна, будто видел их всех впервые.	1	Expert	0	Testelets
Вчера в два часа дня иду я по Кузнецкому.	1	Expert	0	Paducheva1996
Он прощается с героиней и бежит к вагону, потому что поезд тронулся.	1	Expert	0	Rusgram
Охранник стоял сбоку от президента.	1	Expert	0	Seliverstova
За прилавком стоял продавец.	1	Expert	0	Seliverstova
Ничего этого я не знал.	1	Expert	0	Paducheva2013
Директор принимает по средам.	1	Expert	0	Seliverstova
Он почувствовал, что его определенно кто-то догоняет.	1	Expert	0	Paducheva1996
Я говорю с Машей.	1	Expert	0	Seliverstova
Какую ты купил машину?	1	Expert	0	Mitrenina
Некоторые из моих студентов способные.	1	Expert	0	Seliverstova
В мае в Москве проходит книжная ярмарка.	1	Expert	0	Paducheva1996
Он мне за то поплатится!	1	Expert	0	Paducheva1996
Она всегда душится какими-нибудь необыкновенными духами.	1	Expert	0	Seliverstova
Но когда он начинал что-нибудь делать, он совершенно преображался.	1	Expert	0	Seliverstova
Готлиб не мог не помнить о незавидной судьбе многих своих предшественников, томящимся теперь в городских подземельях.	0	Expert	Syntax	USE8
В 6.30 пирог был испечен.	0	Expert	Semantics	Seliverstova
Студент купил книгу у букиниста.	1	Expert	0	Testelets
Вот теплятся желтые свечи, забытые в окне человека.	0	Expert	Semantics	Seliverstova
Среди домов, построенным на этой улице, было несколько многоэтажных.	0	Expert	Syntax	USE8
Этот человек действительно реальное лицо только в твоей фантазии.	0	Expert	Semantics	Seliverstova
Я увидел там одни развалины.	1	Expert	0	Paducheva2004
Гость вошел в калитку, находившуюся около входа в лавку, и попал в квадратный небольшой дворик.	0	Expert	Semantics	Seliverstova
Я о тебе тогда вспоминала.	1	Expert	0	Paducheva1996
Новый информационный ресурс набирает популярность.	1	Expert	0	USE5
Его шерсть имеет красивый оттенок.	1	Expert	0	Seliverstova
У носа была большая бородавка.	0	Expert	Semantics	Seliverstova
Люби меня, детка, пока я на воле.	1	Expert	0	Paducheva1996
Незнайка ударил его палкой по спине.	1	Expert	0	Paducheva2004
Толстой очень хорошо понимал то, что своей «Исповедью» наживёт себе врагов, в том числе и среди священников.	0	Expert	Syntax	USE8
Отказ от игры уронил Фишера в глазах шахматистов.	1	Expert	0	Paducheva1996
Ее сестра звалась Татьяна.	1	Expert	0	Testelets
Решимость Джона нас удивила.	1	Expert	0	Paducheva2004
Посему мы не сомневаемся, что именно в этом и начала состоять наша главная задача.	0	Expert	Semantics	Paducheva1996
Ему дают 1/4 фунта хлеба (на него и жену, и то не каждый день! ), за которым он должен идти больной за две версты.	1	Expert	0	Lutikova
Вблизи стоял большой каменный дом.	0	Expert	Semantics	Seliverstova
Окончив сбор лекарственных трав, не забудьте тщательно отряхнуть одежду и вымыть руки с мылом.	1	Expert	0	USE5
Однажды он был встречен ею принаряженным.	1	Expert	0	Testelets
Христофоров, явившийся в ложу первым и одиноко сидевший за ее красно-бархатного барьером, чувствовал себя затерянным в огромной, разодетой толпе.	0	Expert	Semantics	Seliverstova
На каждой дорожке бежало по спортсмену.	0	Expert	Syntax	Testelets
Он ищет новую секретаршу.	1	Expert	0	Seliverstova
В этом ущелье с июля по октябрь геологи искали алмазы.	1	Expert	0	Paducheva2013
Я не думаю, погода изменится.	0	Expert	Semantics	Paducheva1996
Зачем ты взяла чужую бумагу и отдала ему?	1	Expert	0	Seliverstova
Любви все возраста покорны.	0	Expert	Morphology	USE7
Я был огорчен этой новостью.	1	Expert	0	Paducheva2004
Если кто-то из них вдруг придет, я буду рада.	1	Expert	0	Seliverstova
Он отдал крестьянам землю.	1	Expert	0	Seliverstova
Она родила ребенка от иностранца.	1	Expert	0	Paducheva2004
Я поздоровался с ней первой.	1	Expert	0	Testelets
Перед домом есть колодец.	1	Expert	0	Seliverstova
Вопреки прогнозов специалистов, уровень безработицы за минувший год существенно снизился.	0	Expert	Syntax	USE8
Угадай, что мы тебе подарим.	1	Expert	0	Paducheva1996
Лягушки кишат в болоте.	1	Expert	0	Testelets
Разве ты не бываешь там каждый день?	1	Expert	0	Paducheva2013
Около тополя стояла Даша и смотрела на него.	1	Expert	0	Seliverstova
Гегель определяет свободу как познанную необходимость.	1	Expert	0	Paducheva2004
Я подозреваю, что его обманывают.	1	Expert	0	Paducheva2004
Повторяю, я продолжал работать в неутвержденном качестве заведующего отделом еще четыре года, пока не написал статью.	1	Expert	0	Paducheva2013
Мне сказали, что он женат на одной полячке.	0	Expert	Semantics	Paducheva1996
Должен же он был там что-нибудь делать.	1	Expert	0	Seliverstova
Если ты воспользуешься любым из этих средств, ты мгновенно поправишься.	1	Expert	0	Seliverstova
Ребенок спит днем два часа.	1	Expert	0	Paducheva1996
МГУ отпраздновало свой юбилей.	0	Expert	Syntax	USE8
Иван жалеет, что уехал.	1	Expert	0	Paducheva2013
Она сидела рядом со мной и горько плакала.	1	Expert	0	Seliverstova
Поздравляю с днём рождением и желаю долгих лет жизни!	0	Expert	Morphology	USE7
Вход в пещеру завалили камни.	1	Expert	0	Paducheva1996
Первое же сражение обнаружило его отчаянную храбрость.	1	Expert	0	Paducheva2004
Мы первыми научились видеть дальше собственного порога и думать шире родимой околицы.	1	Expert	0	USE7
Он сел рядом с ней и стал ей что-то оживленно говорить.	1	Expert	0	Seliverstova
Волосы у затылка собраны в пучок.	1	Expert	0	Seliverstova
Первые механические часы появились в 14 веке.	1	Expert	0	Paducheva2004
Только какой-то негоциант, живший рядом с приютом и потерявший счет деньгам, ежегодно при получении из-за границы транспорта с фруктами присылал в приют ящик апельсинов.	1	Expert	0	USE7
Учеников не выступало на концерте.	0	Expert	Syntax	Testelets
Гость вошел в калитку, находившуюся рядом со входом в лавку, и попал в квадратный небольшой дворик.	1	Expert	0	Seliverstova
Я не мог понять причину его враждебных взглядов и в целом неприязненного отношения ко мне.	1	Expert	0	USE5
Он не раз упрекал меня за то, что я не имею дачи на побережье, так как там, по его словам, настоящий рай.	1	Expert	0	Paducheva2013
Все мои друзья перебывали на выставке.	1	Expert	0	Testelets
Это письмо от обвиняемого кому-то.	0	Expert	Semantics	Paducheva2004
Память ему начисто отшибло у меня.	0	Expert	Syntax	Testelets
Но лучше всего было лицо — аскетически худое, со страдальческими морщинками возле губ, со втянутыми щеками, запавшими висками, очень трагический профиль.	1	Expert	0	Seliverstova
Ему прислали телескоп, чтобы наблюдать затмения.	1	Expert	0	Testelets
Старые обычаи еще сохранились.	1	Expert	0	Paducheva2004
Статья была всё-таки опубликована вопреки мнения журналиста.	0	Expert	Syntax	USE8
Свечка погорела и погасла.	1	Expert	0	Paducheva1996
Он неделю не умывался.	1	Expert	0	Paducheva2013
Ты послал ей приглашение на свадьбу?	1	Expert	0	Paducheva1996
Необходимая принадлежность многих игр — это игральный кубик.	1	Expert	0	USE5
И вдруг после первых, ничего не предвещавших фраз эта скрытная, необщительная женщина нервно открыла нараспашку свою душу.	1	Expert	0	USE5
Ему не до разговоров.	1	Expert	0	Paducheva1996
У тебя есть молодость, красота, здоровье.	1	Expert	0	Seliverstova
Особенно полюбились сказки, рассказывать которые она была мастерица.	1	Expert	0	Lutikova
Вообще-то у него есть эта книга, но сейчас он ее отдал.	1	Expert	0	Seliverstova
Вспоминаю выступление фронтовой концертной бригады, состоящее из артистов Мурманского драмтеатра.	0	Expert	Syntax	USE8
Его убили около «Трех утопленников».	1	Expert	0	Seliverstova
Дверь плохо открылась.	0	Expert	Semantics	Rusgram
Я чувствую, мне, кажется, придется уступить.	1	Expert	0	Paducheva1996
В четверг я поеду и вернусь к ней.	0	Expert	Semantics	Rusgram
Возьми из моего стола тезисы докладов и дай Ивану Сергеевичу.	1	Expert	0	Seliverstova
У деревни пасется стадо коров.	1	Expert	0	Seliverstova
У нас сейчас урок.	1	Expert	0	Seliverstova
У него очень хорошее место, он работает главным инженером одного экспериментального завода.	1	Expert	0	Seliverstova
Он ясно понимал, что сейчас от него требовалось.	1	Expert	0	Paducheva1996
Мы отправили на эту конференцию наши доклады, потому что она для нас была очень важна.	1	Expert	0	Testelets
Отряд партизан был переодет в немецкое обмундирование, получил немецкое оружие.	1	Expert	0	USE7
Назавтра же, когда выяснилось, что Феодосий отказывается выйти к матери, она пришла в состояние гнева.	1	Expert	0	Paducheva1996
Имеется в виду экспериментальная комната лаборатории психологии младшего школьника 138-й школы.	0	Expert	Syntax	Testelets
Хозяйки в доме не заметно.	1	Expert	0	Paducheva2004
Он с бешенством принял возражения оппонента.	0	Expert	Semantics	Seliverstova
Отец уговорил Ивана не вмешиваться в конфликт самого.	1	Expert	0	Testelets
Витя, чтоб наверняка, стреляй по этим.	1	Expert	0	Paducheva1996
Во вторник крепость окружена противником.	0	Expert	Syntax	Testelets
Петров не приедет в Москву для участия в конкурсе.	1	Expert	0	Paducheva2013
Ты не оперся о мою руку.	1	Expert	0	Paducheva2004
Она ходит на работу пешком.	1	Expert	0	Seliverstova
Его обувь не нужно ремонтировать.	1	Expert	0	Paducheva2013
Он выделялся своим умом среди сверстников.	1	Expert	0	Testelets
Он много путешествовал, участвовав в морских сражениях, плавал близко от берегов Африки, Азии, Америки.	0	Expert	Semantics	Seliverstova
Иванов не прилетел в Москву.	1	Expert	0	Paducheva2004
Математика и естественные науки преподавалась.	0	Expert	Syntax	Testelets
Заглянув на урок, директору представилась интересная картина.	0	Expert	Syntax	USE8
У стола висела картина.	1	Expert	0	Seliverstova
На чем они разговаривают?	0	Expert	Syntax	Testelets
Звезд на погонах не блестело.	1	Expert	0	Paducheva2013
Не он, а она смутились.	0	Expert	Syntax	Rusgram
Двух недель не прошло.	1	Expert	0	Paducheva2004
Вследствие сильным снегопадам движение автотранспорта по улицам и площадям города сильно ограничено.	0	Expert	Syntax	USE8
Кроме того, разведчик обязан быть натренирован на тактическую наблюдательность.	1	Expert	0	Lutikova
Леха не мог отомстить и очень переживал.	1	Expert	0	Paducheva2013
Я всю косметику с каким бы то ни было ароматом убрала.	1	Expert	0	Paducheva2013
У него было какое-то странное выражение лица.	1	Expert	0	Seliverstova
Он сейчас не спит на диване.	1	Expert	0	Paducheva2013
Трудно себе представить, чтобы к 10 часам вечера они уже не выпили все шампанское.	1	Expert	0	Paducheva2013
Он надеялся опубликовать и познакомить читателей со своей повестью до начала следующего года.	0	Expert	Syntax	USE8
Агриппа Неттесгеймский в 1519 г. спас тем, что вмешался, одну женщину, из деревни Войппи, обвинённую инквизиционным судом в ведовстве.	1	Expert	0	Testelets
Он работает не один, уже пять лет у него есть помощник.	1	Expert	0	Seliverstova
Государь сам назначил войскового командира.	1	Expert	0	Paducheva2004
У Федорова имеются последователи.	1	Expert	0	Paducheva2004
Меня не было дома, когда выключили свет.	1	Expert	0	Paducheva2013
Матвея, которого толкали в толпе у самой цепи, осенила простая и гениальная мысль.	1	Expert	0	Seliverstova
Вы не посмотрите мои картины?	1	Expert	0	Paducheva2004
Сделай эту работу к понедельнику!	1	Expert	0	Paducheva1996
Писатель пригласил журналистку, чтобы дать ей интервью.	1	Expert	0	Testelets
В лесу у нашей деревни много грибов.	0	Expert	Semantics	Seliverstova
Нам уже было известно, что он приехал и другие факты.	0	Expert	Syntax	Rusgram
Садись в вагон, поезжай!	1	Expert	0	Paducheva1996
Я воспринимаю его как героя.	1	Expert	0	Seliverstova
Что он меня не узнал, было странно.	1	Expert	0	Testelets
Хорошо этот рояль звучать не будет.	1	Expert	0	Paducheva2013
Иван ловил в этом озере щук.	1	Expert	0	Paducheva1996
Муж собирается просить Лену разрешить ему поехать туда один.	0	Expert	Syntax	Testelets
Я не знаю, статью ли Саша пишет.	1	Expert	0	Testelets
Слухи ими специально распространялись, чтобы вызвать общественное возбуждение.	1	Expert	0	Testelets
Именно так и началась его гибель.	0	Expert	Semantics	Paducheva2004
Бор рассказывал, что эта гипотеза была предложена Дираком в 1930 г.	1	Expert	0	Testelets
Задавал ли он тебе какие-либо каверзные вопросы?	1	Expert	0	Paducheva2013
Бабушка всегда говорила мне, что гораздо полезнее гулять на свежем воздухе, чем нежели лежать в кровати.	0	Expert	Syntax	USE8
С другой стороны, никто не заставлял меня все это читать.	1	Expert	0	Paducheva2013
Он разыскал рядом ручей.	0	Expert	Semantics	Seliverstova
Я считала его твоим другом.	1	Expert	0	Seliverstova
Я сейчас буду писать письмо.	1	Expert	0	Paducheva1996
Гордость переполняла родителей, увидев фамилию сына среди авторов книги.	0	Expert	Syntax	USE8
На самом деле нынешний мир под управлением США абсолютно лишен каких бы то ни было моральных предрассудков.	1	Expert	0	Paducheva2013
Он пьет полстакана молока.	0	Expert	Semantics	Paducheva1996
В этом взгляде было только горе.	1	Expert	0	Seliverstova
Сама природа поставила ее [березу] здесь для украшения бедного в убранстве поля.	1	Expert	0	USE5
Белокурый несколько удивился, что ему удалось создать, довольно, впрочем, плохой, каламбур.	1	Expert	0	Paducheva1996
Я выслушала ваши извинения.	1	Expert	0	Seliverstova
Альфред не любит современную музыку.	1	Expert	0	Paducheva2013
Да и как было ни встать во время прихода Мейерхольда?	0	Expert	Semantics	Paducheva2004
